"01.3";"3";"Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken";""
"01.30";"4";"Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken";""
"01.30.1";"5";"Anbau von Zimmerpflanzen, Beet- und Balkonpflanzen";""
"01.30.2";"5";"Betrieb von Baumschulen";""
"01.4";"3";"Tierhaltung";""
"01.41";"4";"Haltung von Milchkühen";""
"01.41.0";"5";"Haltung von Milchkühen";""
"01.42";"4";"Haltung von sonstigen Rindern";""
"01.42.0";"5";"Haltung von sonstigen Rindern";""
"01.43";"4";"Haltung von Pferden und Eseln";""
"01.43.0";"5";"Haltung von Pferden und Eseln";""
"01.44";"4";"Haltung von Kamelen";""
"01.44.0";"5";"Haltung von Kamelen";""
"01.45";"4";"Haltung von Schafen und Ziegen";""
"01.45.0";"5";"Haltung von Schafen und Ziegen";""
"01.46";"4";"Haltung von Schweinen";""
"01.46.0";"5";"Haltung von Schweinen";""
"01.47";"4";"Haltung von Geflügel";""
"01.47.1";"5";"Haltung von Legehennen zur Konsumeiererzeugung";""
"01.47.2";"5";"Betrieb von Brütereien";""
"01.47.9";"5";"Haltung von Geflügel a. n. g.";""
"01.48";"4";"Sonstige Tierhaltung";""
"01.48.1";"5";"Haltung von Insekten";""
"01.48.9";"5";"Sonstige Tierhaltung a. n. g.";""
"01.5";"3";"Gemischte Landwirtschaft";""
"01.50";"4";"Gemischte Landwirtschaft";""
"01.50.0";"5";"Gemischte Landwirtschaft";""
"01.6";"3";"Erbringung von landwirtschaftlichen Dienstleistungen und nach der Ernte anfallende Tätigkeiten";""
"01.61";"4";"Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau";""
"01.61.0";"5";"Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau";""
"01.62";"4";"Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung";""
"01.62.0";"5";"Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung";""
"01.63";"4";"Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung und Saatgutaufbereitung";""
"01.63.1";"5";"Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung";""
"01.63.2";"5";"Saatgutaufbereitung";""
"01.7";"3";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";""
"01.70";"4";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";""
"01.70.0";"5";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";""
"02";"2";"Forstwirtschaft und Holzeinschlag";""
"02.1";"3";"Forstwirtschaft";""
"02.10";"4";"Forstwirtschaft";""
"02.10.0";"5";"Forstwirtschaft";""
"02.2";"3";"Holzeinschlag";""
"02.20";"4";"Holzeinschlag";""
"02.20.0";"5";"Holzeinschlag";""
"02.3";"3";"Sammeln von wildwachsenden Produkten, ohne Holz";""
"02.30";"4";"Sammeln von wildwachsenden Produkten, ohne Holz";""
"02.30.0";"5";"Sammeln von wildwachsenden Produkten, ohne Holz";""
"02.4";"3";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";""
"02.40";"4";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";""
"02.40.0";"5";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";""
"03";"2";"Fischerei und Aquakultur";""
"03.1";"3";"Fischerei";""
"03.11";"4";"Meeresfischerei";""
"03.11.0";"5";"Meeresfischerei";""
"03.12";"4";"Süßwasserfischerei";""
"03.12.0";"5";"Süßwasserfischerei";""
"03.2";"3";"Aquakultur";""
"03.21";"4";"Meeresaquakultur";""
"03.21.0";"5";"Meeresaquakultur";""
"03.22";"4";"Süßwasseraquakultur";""
"03.22.0";"5";"Süßwasseraquakultur";""
"03.3";"3";"Erbringung von Dienstleistungen für Fischerei und Aquakultur";""
"03.30";"4";"Erbringung von Dienstleistungen für Fischerei und Aquakultur";""
"03.30.0";"5";"Erbringung von Dienstleistungen für Fischerei und Aquakultur";""
"B";"1";"BERGBAU UND GEWINNUNG VON STEINEN UND ERDEN";""
"05";"2";"Kohlenbergbau";""
"05.1";"3";"Steinkohlenbergbau";""
"05.10";"4";"Steinkohlenbergbau";""
"05.10.0";"5";"Steinkohlenbergbau";""
"05.2";"3";"Braunkohlenbergbau";""
"05.20";"4";"Braunkohlenbergbau";""
"05.20.0";"5";"Braunkohlenbergbau";""
"06";"2";"Gewinnung von Erdöl und Erdgas";""
"06.1";"3";"Gewinnung von Erdöl";""
"06.10";"4";"Gewinnung von Erdöl";""
"06.10.0";"5";"Gewinnung von Erdöl";""
"06.2";"3";"Gewinnung von Erdgas";""
"06.20";"4";"Gewinnung von Erdgas";""
"06.20.0";"5";"Gewinnung von Erdgas";""
"07";"2";"Erzbergbau";""
"07.1";"3";"Eisenerzbergbau";""
"07.10";"4";"Eisenerzbergbau";""
"07.10.0";"5";"Eisenerzbergbau";""
"07.2";"3";"NE-Metallerzbergbau";""
"07.21";"4";"Bergbau auf Uran- und Thoriumerze";""
"07.21.0";"5";"Bergbau auf Uran- und Thoriumerze";""
"07.29";"4";"Sonstiger NE-Metallerzbergbau";""
"07.29.0";"5";"Sonstiger NE-Metallerzbergbau";""
"08";"2";"Gewinnung von Steinen und Erden, sonstiger Bergbau";""
"08.1";"3";"Gewinnung von Natursteinen, Kies, Sand, Ton und Kaolin";""
"08.11";"4";"Gewinnung von Naturwerksteinen, Kalk- und Gipsstein, Schiefer und sonstigem Gestein";""
"08.11.0";"5";"Gewinnung von Naturwerksteinen, Kalk- und Gipsstein, Schiefer und sonstigem Gestein";""
"08.12";"4";"Gewinnung von Kies und Sand, Ton und Kaolin";""
"08.12.1";"5";"Gewinnung von Quarzsanden und kieselsauren Sanden";""
"08.12.2";"5";"Gewinnung von anderen Natursanden und Kies";""
"08.12.3";"5";"Gewinnung von Kaolin und anderem kaolinhaltigen Ton und Lehm";""
"08.9";"3";"Sonstiger Bergbau; Gewinnung von Steinen und Erden a. n. g.";""
"08.91";"4";"Bergbau auf chemische und Düngemittelminerale";""
"08.91.0";"5";"Bergbau auf chemische und Düngemittelminerale";""
"08.92";"4";"Torfgewinnung";""
"08.92.0";"5";"Torfgewinnung";""
"08.93";"4";"Gewinnung von Salz";""
"08.93.0";"5";"Gewinnung von Salz";""
"08.99";"4";"Gewinnung von Steinen und Erden a. n. g.";""
"08.99.0";"5";"Gewinnung von Steinen und Erden a. n. g.";""
"09";"2";"Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden";""
"09.1";"3";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";""
"09.10";"4";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";""
"09.10.0";"5";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";""
"09.9";"3";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";""
"09.90";"4";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";""
"09.90.0";"5";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";""
"C";"1";"VERARBEITENDES GEWERBE";"VERARBEITENDES GEWERBE"
"10";"2";"Herstellung von Nahrungs- und Futtermitteln";"Herstellung von Nahrungs- und Futtermitteln"
"10.1";"3";"Schlachten und Fleischverarbeitung";"Schlachten und Fleischverarbeitung"
"10.11";"4";"Schlachten, ohne Schlachten von Geflügel";"Schlachten, ohne Schlachten von Geflügel"
"10.11.1";"5";"Schlachten von Schweinen";"Schlachten von Schweinen"
"10.11.2";"5";"Schlachten von Rindern";"Schlachten von Rindern"
"10.11.9";"5";"Schlachten von Tieren a. n. g.";"Schlachten von Tieren a. n. g."
"10.12";"4";"Schlachten von Geflügel";"Schlachten von Geflügel"
"10.12.0";"5";"Schlachten von Geflügel";"Schlachten von Geflügel"
"10.13";"4";"Fleischverarbeitung";"Fleischverarbeitung"
"10.13.1";"5";"Verarbeitung von Schweinefleisch";"Verarbeitung von Schweinefleisch"
"10.13.2";"5";"Verarbeitung von Rindfleisch";"Verarbeitung von Rindfleisch"
"10.13.9";"5";"Fleischverarbeitung a. n. g.";"Fleischverarbeitung a. n. g."
"10.2";"3";"Fischverarbeitung";"Fischverarbeitung"
"10.20";"4";"Fischverarbeitung";"Fischverarbeitung"
"10.20.0";"5";"Fischverarbeitung";"Fischverarbeitung"
"10.3";"3";"Obst- und Gemüseverarbeitung";"Obst- und Gemüseverarbeitung"
"10.31";"4";"Kartoffelverarbeitung";"Kartoffelverarbeitung"
"10.31.0";"5";"Kartoffelverarbeitung";"Kartoffelverarbeitung"
"10.32";"4";"Herstellung von Frucht- und Gemüsesäften";"Herstellung von Frucht- und Gemüsesäften"
"10.32.0";"5";"Herstellung von Frucht- und Gemüsesäften";"Herstellung von Frucht- und Gemüsesäften"
"10.39";"4";"Sonstige Verarbeitung von Obst und Gemüse";"Sonstige Verarbeitung von Obst und Gemüse"
"10.39.0";"5";"Sonstige Verarbeitung von Obst und Gemüse";"Sonstige Verarbeitung von Obst und Gemüse"
"10.4";"3";"Herstellung von pflanzlichen und tierischen Ölen und Fetten";"Herstellung von pflanzlichen und tierischen Ölen und Fetten"
"10.41";"4";"Herstellung von Ölen und Fetten, ohne Margarine u. ä. Nahrungsfette";"Herstellung von Ölen und Fetten, ohne Margarine u. ä. Nahrungsfette"
"10.41.0";"5";"Herstellung von Ölen und Fetten, ohne Margarine u. ä. Nahrungsfette";"Herstellung von Ölen und Fetten, ohne Margarine u. ä. Nahrungsfette"
"10.42";"4";"Herstellung von Margarine u. ä. Nahrungsfetten";"Herstellung von Margarine u. ä. Nahrungsfetten"
"10.42.0";"5";"Herstellung von Margarine u. ä. Nahrungsfetten";"Herstellung von Margarine u. ä. Nahrungsfetten"
"10.5";"3";"Herstellung von Milcherzeugnissen und Speiseeis";"Herstellung von Milcherzeugnissen und Speiseeis"
"10.51";"4";"Herstellung von Milcherzeugnissen";"Herstellung von Milcherzeugnissen"
"10.51.0";"5";"Herstellung von Milcherzeugnissen";"Herstellung von Milcherzeugnissen"
"10.52";"4";"Herstellung von Speiseeis";"Herstellung von Speiseeis"
"10.52.0";"5";"Herstellung von Speiseeis";"Herstellung von Speiseeis"
"10.6";"3";"Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen";"Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen"
"10.61";"4";"Mahl- und Schälmühlen";"Mahl- und Schälmühlen"
"10.61.0";"5";"Mahl- und Schälmühlen";"Mahl- und Schälmühlen"
"10.62";"4";"Herstellung von Stärke und Stärkeerzeugnissen";"Herstellung von Stärke und Stärkeerzeugnissen"
"10.62.0";"5";"Herstellung von Stärke und Stärkeerzeugnissen";"Herstellung von Stärke und Stärkeerzeugnissen"
"10.7";"3";"Herstellung von Back- und Teigwaren";"Herstellung von Back- und Teigwaren"
"10.71";"4";"Herstellung von Backwaren, ohne Dauerbackwaren";"Herstellung von Backwaren, ohne Dauerbackwaren"
"10.71.0";"5";"Herstellung von Backwaren, ohne Dauerbackwaren";"Herstellung von Backwaren, ohne Dauerbackwaren"
"10.72";"4";"Herstellung von Dauerbackwaren";"Herstellung von Dauerbackwaren"
"10.72.0";"5";"Herstellung von Dauerbackwaren";"Herstellung von Dauerbackwaren"
"10.73";"4";"Herstellung von Teigwaren";"Herstellung von Teigwaren"
"10.73.0";"5";"Herstellung von Teigwaren";"Herstellung von Teigwaren"
"10.8";"3";"Herstellung von sonstigen Nahrungsmitteln";"Herstellung von sonstigen Nahrungsmitteln"
"10.81";"4";"Herstellung von Zucker";"Herstellung von Zucker"
"10.81.0";"5";"Herstellung von Zucker";"Herstellung von Zucker"
"10.82";"4";"Herstellung von Süßwaren, ohne Dauerbackwaren";"Herstellung von Süßwaren, ohne Dauerbackwaren"
"10.82.0";"5";"Herstellung von Süßwaren, ohne Dauerbackwaren";"Herstellung von Süßwaren, ohne Dauerbackwaren"
"10.83";"4";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz"
"10.83.0";"5";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz"
"10.84";"4";"Herstellung von Würzmitteln und Soßen";"Herstellung von Würzmitteln und Soßen"
"10.84.0";"5";"Herstellung von Würzmitteln und Soßen";"Herstellung von Würzmitteln und Soßen"
"10.85";"4";"Herstellung von Fertiggerichten";"Herstellung von Fertiggerichten"
"10.85.0";"5";"Herstellung von Fertiggerichten";"Herstellung von Fertiggerichten"
"10.86";"4";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln"
"10.86.0";"5";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln"
"10.89";"4";"Herstellung von sonstigen Nahrungsmitteln a. n. g.";"Herstellung von sonstigen Nahrungsmitteln a. n. g."
"10.89.0";"5";"Herstellung von sonstigen Nahrungsmitteln a. n. g.";"Herstellung von sonstigen Nahrungsmitteln a. n. g."
"10.9";"3";"Herstellung von Futtermitteln";"Herstellung von Futtermitteln"
"10.91";"4";"Herstellung von Futtermitteln für Nutztiere";"Herstellung von Futtermitteln für Nutztiere"
"10.91.0";"5";"Herstellung von Futtermitteln für Nutztiere";"Herstellung von Futtermitteln für Nutztiere"
"10.92";"4";"Herstellung von Futtermitteln für sonstige Tiere";"Herstellung von Futtermitteln für sonstige Tiere"
"10.92.0";"5";"Herstellung von Futtermitteln für sonstige Tiere";"Herstellung von Futtermitteln für sonstige Tiere"
"11";"2";"Getränkeherstellung";"Getränkeherstellung"
"11.0";"3";"Getränkeherstellung";"Getränkeherstellung"
"11.01";"4";"Herstellung von Spirituosen";"Herstellung von Spirituosen"
"11.01.0";"5";"Herstellung von Spirituosen";"Herstellung von Spirituosen"
"11.02";"4";"Herstellung von Traubenwein";"Herstellung von Traubenwein"
"11.02.0";"5";"Herstellung von Traubenwein";"Herstellung von Traubenwein"
"11.03";"4";"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst";"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst"
"11.03.0";"5";"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst";"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst"
"11.04";"4";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen"
"11.04.0";"5";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen"
"11.05";"4";"Herstellung von Bier";"Herstellung von Bier"
"11.05.0";"5";"Herstellung von Bier";"Herstellung von Bier"
"11.06";"4";"Herstellung von Malz";"Herstellung von Malz"
"11.06.0";"5";"Herstellung von Malz";"Herstellung von Malz"
"11.07";"4";"Herstellung von Erfrischungsgetränken und Mineralwässern";"Herstellung von Erfrischungsgetränken und Mineralwässern"
"11.07.0";"5";"Herstellung von Erfrischungsgetränken und Mineralwässern";"Herstellung von Erfrischungsgetränken und Mineralwässern"
"12";"2";"Tabakverarbeitung";"Tabakverarbeitung"
"12.0";"3";"Tabakverarbeitung";"Tabakverarbeitung"
"12.00";"4";"Tabakverarbeitung";"Tabakverarbeitung"
"12.00.0";"5";"Tabakverarbeitung";"Tabakverarbeitung"
"13";"2";"Herstellung von Textilien";"Herstellung von Textilien"
"13.1";"3";"Spinnstoffaufbereitung und Spinnerei";"Spinnstoffaufbereitung und Spinnerei"
"13.10";"4";"Spinnstoffaufbereitung und Spinnerei";"Spinnstoffaufbereitung und Spinnerei"
"13.10.0";"5";"Spinnstoffaufbereitung und Spinnerei";"Spinnstoffaufbereitung und Spinnerei"
"13.2";"3";"Weberei";"Weberei"
"13.20";"4";"Weberei";"Weberei"
"13.20.0";"5";"Weberei";"Weberei"
"13.3";"3";"Veredlung von Textilien und Bekleidung";"Veredlung von Textilien und Bekleidung"
"13.30";"4";"Veredlung von Textilien und Bekleidung";"Veredlung von Textilien und Bekleidung"
"13.30.0";"5";"Veredlung von Textilien und Bekleidung";"Veredlung von Textilien und Bekleidung"
"13.9";"3";"Herstellung von sonstigen Textilwaren";"Herstellung von sonstigen Textilwaren"
"13.91";"4";"Herstellung von gewirktem und gestricktem Stoff";"Herstellung von gewirktem und gestricktem Stoff"
"13.91.0";"5";"Herstellung von gewirktem und gestricktem Stoff";"Herstellung von gewirktem und gestricktem Stoff"
"13.92";"4";"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung";"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung"
"13.92.0";"5";"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung";"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung"
"13.93";"4";"Herstellung von Teppichen";"Herstellung von Teppichen"
"13.93.0";"5";"Herstellung von Teppichen";"Herstellung von Teppichen"
"13.94";"4";"Herstellung von Seilerwaren";"Herstellung von Seilerwaren"
"13.94.0";"5";"Herstellung von Seilerwaren";"Herstellung von Seilerwaren"
"13.95";"4";"Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus";"Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus"
"13.95.0";"5";"Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus";"Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus"
"13.96";"4";"Herstellung von technischen Textilien";"Herstellung von technischen Textilien"
"13.96.0";"5";"Herstellung von technischen Textilien";"Herstellung von technischen Textilien"
"13.99";"4";"Herstellung von sonstigen Textilwaren a. n. g.";"Herstellung von sonstigen Textilwaren a. n. g."
"13.99.0";"5";"Herstellung von sonstigen Textilwaren a. n. g.";"Herstellung von sonstigen Textilwaren a. n. g."
"14";"2";"Herstellung von Bekleidung";"Herstellung von Bekleidung"
"14.1";"3";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff"
"14.10";"4";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff"
"14.10.1";"5";"Herstellung von Oberbekleidung für Herren und Knaben aus gewirktem und gestricktem Stoff";"Herstellung von Oberbekleidung für Herren und Knaben aus gewirktem und gestricktem Stoff"
"14.10.2";"5";"Herstellung von Oberbekleidung für Damen und Mädchen aus gewirktem und gestricktem Stoff";"Herstellung von Oberbekleidung für Damen und Mädchen aus gewirktem und gestricktem Stoff"
"14.10.3";"5";"Herstellung von gewirkter und gestrickter Wäsche (ohne Miederwaren)";"Herstellung von gewirkter und gestrickter Wäsche (ohne Miederwaren)"
"14.10.4";"5";"Herstellung von Strumpfwaren";"Herstellung von Strumpfwaren"
"14.10.5";"5";"Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff";"Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff"
"14.2";"3";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör"
"14.21";"4";"Herstellung von Oberbekleidung";"Herstellung von Oberbekleidung"
"14.21.1";"5";"Herstellung von Oberbekleidung für Herren und Knaben";"Herstellung von Oberbekleidung für Herren und Knaben"
"14.21.2";"5";"Herstellung von Oberbekleidung für Damen und Mädchen";"Herstellung von Oberbekleidung für Damen und Mädchen"
"14.21.9";"5";"Herstellung von sonstiger Oberbekleidung";"Herstellung von sonstiger Oberbekleidung"
"14.22";"4";"Herstellung von Wäsche";"Herstellung von Wäsche"
"14.22.0";"5";"Herstellung von Wäsche";"Herstellung von Wäsche"
"14.23";"4";"Herstellung von Arbeits- und Berufsbekleidung";"Herstellung von Arbeits- und Berufsbekleidung"
"14.23.0";"5";"Herstellung von Arbeits- und Berufsbekleidung";"Herstellung von Arbeits- und Berufsbekleidung"
"14.24";"4";"Herstellung von Lederbekleidung und Pelzwaren";"Herstellung von Lederbekleidung und Pelzwaren"
"14.24.0";"5";"Herstellung von Lederbekleidung und Pelzwaren";"Herstellung von Lederbekleidung und Pelzwaren"
"14.29";"4";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g."
"14.29.0";"5";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g."
"15";"2";"Herstellung von Leder, Lederwaren und ähnlichen Produkten aus anderen Materialen";"Herstellung von Leder, Lederwaren und ähnlichen Produkten aus anderen Materialen"
"15.1";"3";"Gerben, Färben, Zurichten von Leder und Fellen; Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren";"Gerben, Färben, Zurichten von Leder und Fellen; Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren"
"15.11";"4";"Gerben, Färben, Zurichten von Leder und Fellen";"Gerben, Färben, Zurichten von Leder und Fellen"
"15.11.0";"5";"Gerben, Färben, Zurichten von Leder und Fellen";"Gerben, Färben, Zurichten von Leder und Fellen"
"15.12";"4";"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art";"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art"
"15.12.0";"5";"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art";"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art"
"15.2";"3";"Herstellung von Schuhen";"Herstellung von Schuhen"
"15.20";"4";"Herstellung von Schuhen";"Herstellung von Schuhen"
"15.20.0";"5";"Herstellung von Schuhen";"Herstellung von Schuhen"
"16";"2";"Herstellung von Holz-, Flecht-, Korb- und Korkwaren, ohne Möbel";"Herstellung von Holz-, Flecht-, Korb- und Korkwaren, ohne Möbel"
"16.1";"3";"Säge- und Hobelwerke; Bearbeitung und Veredlung von Holz";"Säge- und Hobelwerke; Bearbeitung und Veredlung von Holz"
"16.11";"4";"Säge- und Hobelwerke";"Säge- und Hobelwerke"
"16.11.0";"5";"Säge- und Hobelwerke";"Säge- und Hobelwerke"
"16.12";"4";"Bearbeitung und Veredlung von Holz";"Bearbeitung und Veredlung von Holz"
"16.12.0";"5";"Bearbeitung und Veredlung von Holz";"Bearbeitung und Veredlung von Holz"
"16.2";"3";"Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren";"Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren"
"16.21";"4";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten"
"16.21.0";"5";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten"
"16.22";"4";"Herstellung von Parketttafeln";"Herstellung von Parketttafeln"
"16.22.0";"5";"Herstellung von Parketttafeln";"Herstellung von Parketttafeln"
"16.23";"4";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz"
"16.23.0";"5";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz"
"16.24";"4";"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz";"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz"
"16.24.1";"5";"Herstellung von Paletten und anderen Ladungsträgern aus Holz";"Herstellung von Paletten und anderen Ladungsträgern aus Holz"
"16.24.2";"5";"Herstellung von Verpackungsmitteln aus Holz und von Böttcherwaren";"Herstellung von Verpackungsmitteln aus Holz und von Böttcherwaren"
"16.25";"4";"Herstellung von Türen und Fenstern aus Holz";"Herstellung von Türen und Fenstern aus Holz"
"16.25.0";"5";"Herstellung von Türen und Fenstern aus Holz";"Herstellung von Türen und Fenstern aus Holz"
"16.26";"4";"Herstellung von festen Brennstoffen aus pflanzlicher Biomasse";"Herstellung von festen Brennstoffen aus pflanzlicher Biomasse"
